text,audio,category
three people had been strangled in it an ancestor of his and his wife and child period,"{'array': array([ 0.00045776,  0.00048828,  0.00042725, ..., -0.00094604,
       -0.00088501, -0.00082397]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000047.wav', 'sampling_rate': 16000}",28
i believe i yelled period,"{'array': array([0.00076294, 0.00088501, 0.00097656, ..., 0.00289917, 0.00219727,
       0.00177002]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000424.wav', 'sampling_rate': 16000}",28
you've got to eat comma johnny comma,"{'array': array([0.00033569, 0.00033569, 0.00036621, ..., 0.00106812, 0.00067139,
       0.00094604]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000601.wav', 'sampling_rate': 16000}",28
for the moment john endlich was speechless and strangled but like an ignited firecracker period,"{'array': array([-0.00027466, -0.00024414, -0.00042725, ..., -0.00057983,
       -0.00064087, -0.00064087]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000081.wav', 'sampling_rate': 16000}",28
there were more than enough roughnecks to do a mighty messy job fast period,"{'array': array([ 0.00030518, -0.00030518, -0.00036621, ..., -0.00030518,
       -0.00030518, -0.00033569]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000936.wav', 'sampling_rate': 16000}",28
that made me think a lot and that is how i came to make the electric pentacle comma,"{'array': array([ 1.22070312e-04,  1.22070312e-04,  9.15527344e-05, ...,
       -6.10351562e-05, -1.83105469e-04, -4.88281250e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000311.wav', 'sampling_rate': 16000}",28
we'll let the snooping go till later comma kids he growled period,"{'array': array([ 0.00015259,  0.00018311,  0.00015259, ..., -0.00030518,
       -0.00033569, -0.00036621]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000275.wav', 'sampling_rate': 16000}",28
bristly faces showed swift changes of expression surprise comma interest comma,"{'array': array([ 0.        ,  0.        ,  0.        , ..., -0.0007019 ,
       -0.00067139, -0.00067139]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000808.wav', 'sampling_rate': 16000}",28
so she began oh mouse comma do you know how to get out of this pool questionmark,"{'array': array([ 0.00119019,  0.0007019 , -0.00012207, ..., -0.00012207,
       -0.00012207, -0.00012207]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000242.wav', 'sampling_rate': 16000}",28
you're nothing but a pack of cards exclamationpoint who cares for you questionmark,"{'array': array([-0.00015259,  0.00030518,  0.00045776, ...,  0.        ,
        0.        ,  0.        ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000849.wav', 'sampling_rate': 16000}",28
the well was in the area covered by the sheet of plastic comma which was now propped up here and there with long pieces of board from the great box period,"{'array': array([-1.06811523e-03,  2.74658203e-04,  2.65502930e-03, ...,
       -3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000524.wav', 'sampling_rate': 16000}",28
said the mouse to alice severely comma what are you thinking of questionmark,"{'array': array([ 1.83105469e-04,  1.22070312e-04,  1.22070312e-04, ...,
       -6.10351562e-05, -6.10351562e-05,  0.00000000e+00]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000367.wav', 'sampling_rate': 16000}",28
a thing to release pentup forces in men who had seen too many hard stars comma and had heard too much stillness period,"{'array': array([-0.00219727, -0.00106812,  0.00131226, ...,  0.00106812,
        0.0010376 ,  0.0010376 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000768.wav', 'sampling_rate': 16000}",28
why comma it fills the whole window comma don't you see questionmark,"{'array': array([ 3.66210938e-04, -9.15527344e-05, -1.22070312e-04, ...,
        0.00000000e+00,  3.05175781e-05,  3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000513.wav', 'sampling_rate': 16000}",28
finally someone said comma expressing the intrusion among them of the better dignity of man,"{'array': array([0.0007019 , 0.00079346, 0.00088501, ..., 0.00222778, 0.00231934,
       0.00231934]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001182.wav', 'sampling_rate': 16000}",28
maybe there'd be a lot more of all that comma soon comma when the rumored major influx of homesteaders reached vesta period,"{'array': array([0.00000000e+00, 3.05175781e-05, 0.00000000e+00, ...,
       1.15966797e-03, 1.22070312e-03, 1.25122070e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000737.wav', 'sampling_rate': 16000}",28
i examined the seals on all the doors comma as i went along comma and found them right but when i got to the grey room comma the seal was broken though the card comma over the keyhole comma was untouched period,"{'array': array([ 0.0032959 ,  0.00250244,  0.00216675, ..., -0.00216675,
       -0.00244141, -0.0022583 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000177.wav', 'sampling_rate': 16000}",28
i woke about midday comma and after some lunch comma went up to the grey room period,"{'array': array([-0.00024414, -0.00024414, -0.00030518, ...,  0.00323486,
        0.00302124,  0.00286865]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000498.wav', 'sampling_rate': 16000}",28
i got it unlocked comma in a nervous and clumsy fashion comma,"{'array': array([4.27246094e-04, 3.96728516e-04, 3.05175781e-04, ...,
       3.29589844e-03, 2.13623047e-03, 9.15527344e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000489.wav', 'sampling_rate': 16000}",28
the drinks are all on him exclamationpoint,"{'array': array([-0.00021362, -0.00021362, -0.00027466, ..., -0.00253296,
       -0.00256348, -0.00268555]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000864.wav', 'sampling_rate': 16000}",28
it is for ever shut out period,"{'array': array([-0.00158691, -0.00158691, -0.00158691, ...,  0.00579834,
        0.00588989,  0.00604248]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000688_S0000058.wav', 'sampling_rate': 16000}",28
he woke up his family by shouting look exclamationpoint,"{'array': array([-0.0012207 , -0.00115967, -0.00106812, ...,  0.00039673,
        0.00048828,  0.00057983]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000634.wav', 'sampling_rate': 16000}",28
tried their best to persuade him not to go period,"{'array': array([ 3.17382812e-03,  3.66210938e-03,  3.26538086e-03, ...,
       -3.35693359e-04, -3.05175781e-05, -1.83105469e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000659.wav', 'sampling_rate': 16000}",28
but without the mounts comma which form the points of the defensive star period,"{'array': array([-0.00170898, -0.00167847, -0.00161743, ...,  0.00012207,
        0.00012207,  0.00012207]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000510.wav', 'sampling_rate': 16000}",28
there was a time of absolute quietness then for perhaps a couple of minutes and you can imagine how horrible i felt period,"{'array': array([ 0.00015259,  0.00018311,  0.00018311, ..., -0.00106812,
       -0.00109863, -0.00161743]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000376.wav', 'sampling_rate': 16000}",28
this was a moment with murder poised in every tattered fragment of it period,"{'array': array([0.00238037, 0.00387573, 0.00537109, ..., 0.00222778, 0.00228882,
       0.00222778]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000427.wav', 'sampling_rate': 16000}",28
perhaps it doesn't understand english comma thought alice i daresay it's a french mouse comma,"{'array': array([-6.10351562e-05, -6.10351562e-05, -6.10351562e-05, ...,
       -6.10351562e-04, -5.49316406e-04, -5.18798828e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000247.wav', 'sampling_rate': 16000}",28
did that stop the haunting questionmark,"{'array': array([ 0.00064087,  0.00064087,  0.00064087, ..., -0.00054932,
       -0.00057983, -0.00048828]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000616.wav', 'sampling_rate': 16000}",28
his voice a burlesque of sweetness period,"{'array': array([-0.00021362, -0.00027466, -0.00033569, ..., -0.00027466,
       -0.00024414, -0.00024414]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000452.wav', 'sampling_rate': 16000}",28
she'd soon fetch it back exclamationpoint,"{'array': array([3.35693359e-04, 5.18798828e-04, 7.01904297e-04, ...,
       0.00000000e+00, 3.05175781e-05, 0.00000000e+00]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000392.wav', 'sampling_rate': 16000}",28
his hot temper began to smolder comma,"{'array': array([ 0.00073242,  0.00064087,  0.00054932, ..., -0.00024414,
       -0.00036621, -0.00036621]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000797.wav', 'sampling_rate': 16000}",28
he croaked period,"{'array': array([ 0.00128174,  0.00125122,  0.00125122, ..., -0.00036621,
       -0.00036621, -0.00036621]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001179.wav', 'sampling_rate': 16000}",28
thanks comma pal period,"{'array': array([0.00000000e+00, 3.05175781e-05, 0.00000000e+00, ...,
       2.89916992e-03, 2.89916992e-03, 2.92968750e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000819.wav', 'sampling_rate': 16000}",28
his sense of triumph comma however comma was soon dampened period,"{'array': array([-0.00021362, -0.00021362, -0.00021362, ..., -0.00228882,
       -0.00238037, -0.00234985]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000637.wav', 'sampling_rate': 16000}",28
i was in such fear that any desire for action that came to me might be prompted by the influence that i knew was at work on me period,"{'array': array([ 0.00131226,  0.00134277,  0.00137329, ..., -0.00030518,
       -0.00027466, -0.00030518]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000471.wav', 'sampling_rate': 16000}",28
tonight i think he might have to stay home too comma,"{'array': array([-0.00012207, -0.00015259, -0.00018311, ...,  0.00067139,
        0.00054932,  0.0005188 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000674.wav', 'sampling_rate': 16000}",28
mine is a long and a sad tale exclamationpoint,"{'array': array([ 2.74658203e-04, -4.57763672e-04, -5.49316406e-04, ...,
       -9.15527344e-05, -2.44140625e-04, -2.44140625e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000351.wav', 'sampling_rate': 16000}",28
for a little while then comma,"{'array': array([-0.00097656, -0.00192261, -0.003479  , ...,  0.00076294,
        0.0007019 ,  0.00067139]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0001137.wav', 'sampling_rate': 16000}",28
thus in the sight of god in whom he believed comma who gives life to the dead and makes reference to things that do not exist comma as though they did comma,"{'array': array([-0.00079346,  0.00137329,  0.00540161, ...,  0.01211548,
        0.00286865,  0.00695801]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000688_S0000076.wav', 'sampling_rate': 16000}",28
and hastily put down the bottle comma saying to herself that's quite enough i hope i sha'n't grow any more i wish i hadn't drunk so much exclamationpoint,"{'array': array([9.76562500e-04, 5.18798828e-04, 7.62939453e-04, ...,
       3.05175781e-05, 0.00000000e+00, 0.00000000e+00]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000453.wav', 'sampling_rate': 16000}",28
wake up exclamationpoint alice dear exclamationpoint said her sister comma what a nice long sleep you've had exclamationpoint,"{'array': array([ 3.05175781e-05,  9.15527344e-05,  9.15527344e-05, ...,
       -9.15527344e-05, -6.10351562e-05, -3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000854.wav', 'sampling_rate': 16000}",28
we were up to those old buildings exclamationpoint we found the people exclamationpoint,"{'array': array([ 0.00143433,  0.00186157,  0.00115967, ..., -0.00088501,
       -0.00088501, -0.00082397]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000537.wav', 'sampling_rate': 16000}",28
kids' tastes could be pretty gruesome period,"{'array': array([0.00167847, 0.00167847, 0.00177002, ..., 0.00045776, 0.00048828,
       0.00048828]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000261.wav', 'sampling_rate': 16000}",28
you got the rifle and the pistol ready comma,"{'array': array([ 0.00234985,  0.00292969,  0.00061035, ..., -0.00442505,
       -0.00421143, -0.0039978 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000374.wav', 'sampling_rate': 16000}",28
matching the row of a dozen coarse faces and grins that lined the viewports of the ship period,"{'array': array([-0.00015259, -0.00082397, -0.00073242, ..., -0.00088501,
       -0.00079346, -0.00073242]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000044.wav', 'sampling_rate': 16000}",28
i carried it up the corridor comma about thirty feet comma and put it down on the floor comma,"{'array': array([9.15527344e-05, 6.10351562e-05, 0.00000000e+00, ...,
       3.05175781e-05, 6.10351562e-05, 1.52587891e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000208.wav', 'sampling_rate': 16000}",28
it never comes outside comma sir he said comma in his funny comma old comma solemn manner period,"{'array': array([-0.00540161, -0.00531006, -0.00521851, ...,  0.00094604,
        0.00073242,  0.00039673]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000067.wav', 'sampling_rate': 16000}",28
endlich yelled into his helmet mike comma,"{'array': array([0.00082397, 0.00082397, 0.00079346, ..., 0.00045776, 0.00030518,
       0.00027466]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000439.wav', 'sampling_rate': 16000}",28
i'm sure i can't exclamationpoint,"{'array': array([-5.49316406e-04, -8.23974609e-04, -6.10351562e-05, ...,
        3.05175781e-04,  2.74658203e-04,  2.74658203e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000137.wav', 'sampling_rate': 16000}",28
her first idea was that she had fallen into the sea then she remembered that she was under ground comma and she soon made out that it was the pool of tears she had wept when she was nine feet high period,"{'array': array([ 0.0012207 ,  0.00088501,  0.00042725, ..., -0.00167847,
       -0.00042725, -0.00057983]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000230.wav', 'sampling_rate': 16000}",28
and comma suddenly comma he called out the bedclothes comma sir i ran up to the bed comma and looked over and comma surely comma they were lying in the corner to the left of the bed period,"{'array': array([-0.00045776, -0.00042725, -0.00042725, ..., -0.00097656,
       -0.00091553, -0.00082397]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000182.wav', 'sampling_rate': 16000}",28
still comma he had to try something to make at least a forlorn effort period,"{'array': array([ 3.66210938e-04,  4.57763672e-04,  7.62939453e-04, ...,
       -6.10351562e-04,  3.05175781e-05, -4.15039062e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000965.wav', 'sampling_rate': 16000}",28
and a smile which i think showed a genuinely goodhumored appreciation of my intentional changing of the conversation period,"{'array': array([0.00100708, 0.00128174, 0.0020752 , ..., 0.0007019 , 0.00073242,
       0.00073242]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000011.wav', 'sampling_rate': 16000}",28
as she wandered about in the wood comma,"{'array': array([ 0.00000000e+00,  3.05175781e-05,  3.05175781e-05, ...,
       -3.05175781e-04, -3.96728516e-04, -5.79833984e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000557.wav', 'sampling_rate': 16000}",28
the big man stopped short comma almost in unbelief that anyone could stoop so low as to offer appeasement period,"{'array': array([0.        , 0.        , 0.        , ..., 0.00091553, 0.00097656,
       0.00097656]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000858.wav', 'sampling_rate': 16000}",28
hell with the boss man period,"{'array': array([-3.05175781e-04, -3.35693359e-04, -3.35693359e-04, ...,
       -1.52587891e-04, -6.10351562e-05, -2.44140625e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000885.wav', 'sampling_rate': 16000}",28
said the caterpillar period,"{'array': array([6.10351562e-05, 9.15527344e-05, 6.10351562e-05, ...,
       3.35693359e-04, 3.35693359e-04, 3.05175781e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000677.wav', 'sampling_rate': 16000}",28
as if disappointed period,"{'array': array([-3.05175781e-04, -2.74658203e-04, -2.44140625e-04, ...,
        3.05175781e-05,  3.05175781e-05,  3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000402.wav', 'sampling_rate': 16000}",28
and comma you know comma i believe comma in his heart comma he hardly approved period,"{'array': array([-6.10351562e-05, -1.52587891e-04, -1.83105469e-04, ...,
       -6.10351562e-05, -6.10351562e-05, -1.22070312e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000621.wav', 'sampling_rate': 16000}",28
when everything was in the room comma including a cat which i had brought comma,"{'array': array([0.00033569, 0.00030518, 0.00030518, ..., 0.00149536, 0.00119019,
       0.00048828]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000266.wav', 'sampling_rate': 16000}",28
i glanced about me then comma with something of a sigh of relief comma and realized suddenly that the dusk was upon me comma,"{'array': array([ 1.15966797e-03,  1.19018555e-03,  1.28173828e-03, ...,
        7.01904297e-04,  3.66210938e-04, -3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000321.wav', 'sampling_rate': 16000}",28
i could not go a step toward the grey room period,"{'array': array([-3.05175781e-05, -3.05175781e-05, -6.10351562e-05, ...,
       -6.10351562e-05, -6.10351562e-05,  6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000139.wav', 'sampling_rate': 16000}",28
we must burn the house down exclamationpoint,"{'array': array([ 1.22070312e-04,  1.22070312e-04,  3.05175781e-05, ...,
        3.05175781e-05, -3.05175781e-05, -3.05175781e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000543.wav', 'sampling_rate': 16000}",28
whilst aster comma who sneered at it comma,"{'array': array([ 3.05175781e-05,  3.05175781e-05,  3.05175781e-05, ...,
       -2.01416016e-03, -1.98364258e-03, -1.61743164e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000299.wav', 'sampling_rate': 16000}",28
alice guessed in a moment that it was looking for the nosegay and the pair of white kid gloves comma,"{'array': array([-0.00024414, -0.00021362, -0.00018311, ..., -0.00100708,
       -0.00015259,  0.00033569]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000419.wav', 'sampling_rate': 16000}",28
neely let out a yell of sheer glee period,"{'array': array([ 0.00125122,  0.00119019,  0.00119019, ..., -0.00057983,
       -0.00073242, -0.0007019 ]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000842.wav', 'sampling_rate': 16000}",28
and had probably thought the big empty place suitable for a night's free lodging period,"{'array': array([0.00247192, 0.00363159, 0.00384521, ..., 0.00045776, 0.00082397,
       0.00097656]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001381_S0000649.wav', 'sampling_rate': 16000}",28
aggressive and satanic humor period,"{'array': array([ 1.22070312e-03,  1.22070312e-03,  1.31225586e-03, ...,
       -3.05175781e-05, -6.10351562e-05, -6.10351562e-05]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000810.wav', 'sampling_rate': 16000}",28
hi comma,"{'array': array([-9.15527344e-05, -9.15527344e-05, -1.22070312e-04, ...,
       -9.46044922e-04, -7.93457031e-04, -7.93457031e-04]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000001043_S0000028.wav', 'sampling_rate': 16000}",28
a little brighteyed terrier comma you know comma with oh exclamationpoint such long curly brown hair exclamationpoint,"{'array': array([ 1.37329102e-03, -1.22070312e-04, -3.05175781e-05, ...,
       -7.01904297e-04,  6.10351562e-05,  1.80053711e-03]), 'path': '/root/.cache/huggingface/datasets/downloads/extracted/0eeaff4118529656956fb4de24ddba1a821b1567b3f95db4bff914a356c8787f/xs_chunks_0000/AUD0000000468_S0000277.wav', 'sampling_rate': 16000}",28
